Heading,Content,Replies
NAT SNAT and DNAT at the same time,Hi AllI have devices on our inside LAN 1000024 that are hardcoded to speak to an IP address 1111 Now 1111 is being decomissioned and I want to ensure that when our internal hosts route attempt to route to 1111 they are forwarded to 2222 instead NAT adjusts the destination addressip nat outside source static 2222 1111I believe the above does it But I also need to ensure that the internal hosts 1000024 are natted to a public address 3333 on the same router the above NAT is happeningSo for example when 1000024 route to 1111 I want to change the source IP to 3333 and change destnation to 2222When 1000024 sends to anywhere else just make source IP 3333ip accesslist standard NATPOOL permit 10000 000255 ip nat pool NATPOOL 3333 3333 netmask 2552552550ip nat inside source list NATPOOL pool NATPOOL overloadTHe issue is when I want to specify the source address as 1000024 going to 1111 it doesnt apppear to be getting NATed and the routing is failingip nat pool NATPOOL2 2222 2222 netmask 2552552550ip nat outside source routemap RMAP pool NATPOOL2ip accesslist extended NAT permit ip 10000 000255 host 1111routemap RMAP permit 10 match ip address NATCan someone assist on the above,So you always want 1000024 to be translated 3333 but also 1111 to 2222  Jon RVCE HelloCan you try either of these pleaseip nat outside source static 2222 1111 addrouteorip route 1111 255255255255 2222resPaul Please dont forget to rate any posts that have been helpfulThanks RVCE Hi Paul and JohnApologies for not replying soonerThere has been a change in direction on this solution as it appears we are not able to DNAT due to limitations on the systems Unfortunately because of this I wasnt able to progress this any furtherMany thanks
Cisco 1941SECK9 password recovery,Hello community I have a Cisco 1941 router that I need help with password recovery Here is part of the boot screen when connected to terminal via console portReadonly ROMMON initializedPASSWORD RECOVERY FUNCTIONALITY IS DISABLEDI searched on internet and it appears that with password recovery functionality being disabled it is not easy to restore the router to factory default Your help will be greatly appreciated,Hi This link could be useful httppacketlifenetblog2010oct11recoveringnoservicepasswordrecoveryservice  RVCE Thanks for your reply I will follow those suggestions but as far as I remember I found them while searching for the solution but did not see the prompt while router was booting  Send the break signal at this point The router was booting all the way to the prompt asking for a user name and no break signal would stop I will try again when get back to my office and let you knowThanks again RVCE Hello in addition to Julios post the sledgehammer method would be to open the chassis of your 1941 and reseat the NVRAM which should erase anything stored on it including the startup config
Reip route Null 0 concept,HiWhat is the purpose of giving ip route null 0 command in address like this one ip route 1022122475 255255255255 Null0I need to clear the concept because in the following thread httpssupportforumsciscocomthread24582 it was mention that you can you it for route summarization but here we have given the particular IP so what is purpose of using null 0 with itThanks Solved Go to Solution,As others in this thread have mentioned there are several uses of a static route to null 0 It can be used as part of summarization though that does not seem to be the case here And it can be used to be sure that an entry is in the routing table so that it will be advertised by protocols such as BGP though that does not seem to be the case here And it can be used to silently discard traffic which might be the case hereThink about a situation in which you have detected that a host perhaps 1022122475 is probing your network or is generating unwelcome traffic into your network You want to prevent traffic from being returned to that host One alternative would be to configure access list filtering to deny traffic to that host But configuring access list filtering introduces complexity into the configuration and overhead into the operation of the router You could configure the static route as you mention and it would achieve the same result  no traffic is sent to 1022122475 There is not complexity in the configuration and there is not extra overhead in evaluating the access listHTHRick1022122475sthashtgNfdTWcdpuf RVCE HiNull 0 interface is used to discard traffic destinated to paritcular network It also help to summarize network prefix as you saidIt is good practice to add theese routes internet facing router ip route 10000 255000 Null0ip route 1721600 25524000 Null0ip route 19216800 25525500 Null0Theese routes do not allow route packets with private addresses in destination field of IP header to internetTo be honest I do not see any logic to route host prefix to Null0 interface but it depends on topology design maybe it makes sense for administratorBest Regards Please rate helpful posts Best Regards Please rate all helpful posts and close solved questions RVCE In some cases where NNI network aslo use to avoid the loop RVCE ip route 10000 255000 Null0 we have configured and in bgp we have config the redistribute static but 10000 segment showing in advertise routes how to avoid on this without removing null 0 route RVCE HiNormally is used with summarization as said to avoid forwarding loops Other common use is for security doing black hole routing with BGPFor example lets say that router A is a CE doing summarization configuring manually 10110 2552552550 null 0 and advertising this prefix to the PE On the other hand is receiving the default route from the PE Lets suppose that the CE is receiving the specifics routes of this aggregate via an IGP and suddenly it stops receiving one of them the 1011025 Other site try to communicate with host 101110 as the CE does not know how to reach the packet via the specifics routes received from the LAN it chooses the 1011024 and it drops the packet You may see that without configuring the route pointing to null 0 just configuring the same route pointing to the next hop of the LAN the CE would choose the default route received from the PE and this one will choose the 1011024 towards the CE then the CE does the same choosing the default and so on and the forwarding loop will exist until the TTL expiresRouting protocols OSPF BGP and EIGRP will install by default a discard route automatically when they do summarization via area x rangesummary address in OSPF aggregateaddress in BGP and ip summaryaddress in EIGRPSo basically route to null 0 is used to avoid the election of less specific routeHope this helpsJose RVCE HelloBasically any ip address not matched within the null interface statement gets blacked holed instead of being loop around the network until the ttl expires  I would say a very useful command to useresPaulPlease dont forget to rate this post if it has been helpful Please dont forget to rate any posts that have been helpfulThanks RVCE As i understood itA route packet sent to loopback will end up sending a ICMP unreachable from the router to the transmitting host Whereas a packet sent to null interface will not send anything back to the transmitting host This had security applications where you dont necessarily want to advertise what your networking infrastructure looks like and you have reason to route stuff to null eg and ISP who wants to be a good netcitizen and routes RFC 1918 addresses to nullHTHTony RVCE As others in this thread have mentioned there are several uses of a static route to null 0 It can be used as part of summarization though that does not seem to be the case here And it can be used to be sure that an entry is in the routing table so that it will be advertised by protocols such as BGP though that does not seem to be the case here And it can be used to silently discard traffic which might be the case hereThink about a situation in which you have detected that a host perhaps 1022122475 is probing your network or is generating unwelcome traffic into your network You want to prevent traffic from being returned to that host One alternative would be to configure access list filtering to deny traffic to that host But configuring access list filtering introduces complexity into the configuration and overhead into the operation of the router You could configure the static route as you mention and it would achieve the same result  no traffic is sent to 1022122475 There is not complexity in the configuration and there is not extra overhead in evaluating the access listHTHRick1022122475sthashtgNfdTWcdpuf RVCE Ive been working at an Internet Service Provider where they actully used null routes to temporarily block customers from accessing the internet by creating a null route on the customers ip address and discarding the traffic RVCE Thanks for confirming my explanation by supplying a real world experience of it Discarding traffic by using a static route to null 0 is simpler and less overhead than having to configure an access list and apply the access list to interfacesHTHRick RVCE Very Nice Explanation by Richard Thanks Jawad RVCE Thanks to all of you for clearing the concept I really appreciate for helping meRegardsAmbivert
IP SLA TimersFlapping,Hello Today I was expermenting with IPSLA in GNS3During my intial experment my IP SLA kept flapping during failover I fixed that with a source interface command Then I noticed IP SLA was passingfailingpassfailpass at 60 second intervals I fixed that with the following screenshot Can someone explain line by line what the Thresholdtimeout and other timers do exactly It seems like I fixed my issue but if I put this in production I dont want to cause a mini Ping DDOS attack on my ISP In the end my SLA should ping every 60 seconds without fail The defaults seem to timeout my primary route before that happens and fails Solved Go to Solution,Hi JoshuaThreshold is used to calculate the monitoring statistics configured for a SLA the time is in miliseconds 1000 miliseconds  1 seg Basically it is used to monitor the behavior and store information about the events Timeout a time in milisecons as well where the SLA is waiting for a response of a requested packet it should not be a higher value than the frequency It is basically the maximun time to complete a SLA operation You can see the round trip time through show ip sla monitor statisticsFrequency A time in seconds Sets the rate at which a specified IP SLAs operation repeats You can use show ip sla statistics to see the SLA behavior It will not generate any problem you could use a frequency of 60 in order to be for example making ping each 60 secondsThe following is recommended by Ciscofrequencyseconds   timeoutmilliseconds   Ntimeoutmilliseconds   thresholdmilliseconds where N  numpacketsnumberofpackets   intervalinterpacketinterval Reference httpswwwciscocomcenustddocsiosxmliosipslacommandslacrbookslas2htmlwp3249187301 Hope it is useful RVCE Hi JoshuaThreshold is used to calculate the monitoring statistics configured for a SLA the time is in miliseconds 1000 miliseconds  1 seg Basically it is used to monitor the behavior and store information about the events Timeout a time in milisecons as well where the SLA is waiting for a response of a requested packet it should not be a higher value than the frequency It is basically the maximun time to complete a SLA operation You can see the round trip time through show ip sla monitor statisticsFrequency A time in seconds Sets the rate at which a specified IP SLAs operation repeats You can use show ip sla statistics to see the SLA behavior It will not generate any problem you could use a frequency of 60 in order to be for example making ping each 60 secondsThe following is recommended by Ciscofrequencyseconds   timeoutmilliseconds   Ntimeoutmilliseconds   thresholdmilliseconds where N  numpacketsnumberofpackets   intervalinterpacketinterval Reference httpswwwciscocomcenustddocsiosxmliosipslacommandslacrbookslas2htmlwp3249187301 Hope it is useful
BGP with two ISP,HelloI have CCNP but unfortunately dont have real experiance with BGP We have some issue in my company We have 2 BGP peer with 2 ISP they advertise to us full BGP table but because our core router is very old we dont have enough memory to have 2 full bgp table Well replace him soon but what is soon maybe 23 month or one year   so we need some solution nowFirst i think that with one ISP we have full BGP table primary and with other only def route secondary Is this feasible in real world Can i do something wit BGP atribibutes like AS PATH and say that i only want inbound route from first ISP  Please if you have any suggestion what to do what is best practise i would like to hear thatThanks and i wish all the best Srdjan Raicevic,Hello there are many ways to achieve your objective The easiest would probably be to use a prefix list filter on your secondary ISP that allows only the default route ip prefixlist DEFAULTONLY seq 5 permit 00000 neighbor xxxxxxxx prefixlist DEFAULTONLY in RVCE HiGeorge has provided a good solution you can use routemap to define which networks you want to receive or just a default network provided by the ISP it will help you to decrease the RIB and it will use less CPU utilization Example ip prefixlist PREFIXES seq 5 permit 111132ip prefixlist PREFIXES seq 5 permit 222232ip prefixlist PREFIXES seq 5 permit 333332 routemap ISP1 permit 5match ip address prefix PREFIXESset localpreference 1000 routemap ISP1 deny 100 ISP2 for redundancy routemap ISP2 permit 5match ip address prefix PREFIXESset localpreference 500 routemap ISP2 deny 100 router bgp Xneighbor 10002 remote Yneighbor 10002 routemap ISP1 inneighbor 10003 remote Zneighbor 10003 routemap ISP2 in clear ip bgp  soft  Also you could include ASPATH attribute to have symmetric traffic Hope it is useful RVCE HelloWhat you dont mention is this just one rtr with two ISP peerings or two rtrs connected together via an IGP or IBGP with an ISP peering each BGP PA attribute manipulation is the way to go but it would all depend what topology you have to what is best for you implement  but one thing is certain you need to make sure you DO NOT become a transit path for either ISP that would be very detrimental to your siteresPaul Please dont forget to rate any posts that have been helpfulThanks RVCE Hi Just to add to this If you are planning on receiving full routes via ISPA and then a default route via ISPB then ISPB will never be used for egress traffic as the full routes via ISPA will be more specific If you are happy with this and want to use ISPA as primary and ISPB as backup for egress traffic then its probably not worth receiving full routes from either ISP and request that they both advertise you with a default route You can then use BGP localpreference to prefer one default over the other Hope this helps
bgp advertisemapnonexistmap timer,Hello AllWe have implemented BGP with our 2 ISPs and running conditional advertisemap to switch over Our end routers are ASR1001As soon as one ISP goes down the hold timer of 90 seconds configured manually run After which BGP waits for some random amount of time before advertising the network to other ISP This random time varies from 6 Seconds to 55 Seconds The logs says that BPG4 Condition DEFAULTINTERNALMAPISP2 changes to Advertise after which advertisement startsWe are clear with the process But we are not sure what is this random time it takes to run the advertisemap condition This random time actually adds up in the downtime expected only 90 Seconds  hold time We have tested this condition several times all the times the advertisemap runs at different timesIs there any cisco documentknowledge to find the exact timing for advertisemap to run for calculating conditional output  it would be very helpful if someone shares the hint where to find the answer Thanks,Hello Ravi To understand how conditional advertisement CA works you also need to understand the BGP Scanner process as thats what triggers the CA process The default time for BGP scanning is 60 secs and CA can kick in sooner depending on when the tracked route is removed from the BGP table and when the next instance of the scanning occurs You can go through the CA feature in the link below and further down you will see reference to BGP Scanner httpwwwciscocomcenussupportdocsipbordergatewayprotocolbgp16137condadvhtml RVCE Hi Ravii have a similar situation i would like to solve router bgp XXXX timers bgp 1 3 bgp scantime 5 neighbor XXX1 advertisemap RMPISP2OUT existmap RMPEXISTMAPCORELOOPBACKS However the BGP scan timer lowered to 5 seconds does not seem to impact the conditional advertisment CA timer Is there an undocumented Ninjastyle TAC command which could help override standard IOS CA related timers Thanks Colin RVCE Colin The BGP scanner sequence is as follows General scan followed by Unicast RIB scan followed by NextHop scan The scan time is the interval between scans and not the length of time for each scan Use debug ip bgp events to observe the scanner activity and the time interval RVCE Hello in addition to the other posts you can set the neighbor advertisementinterval to 0 30 seconds is the default for eBGP neighbor xxxx advertisementinterval 0 Also check if your ISP supports BFD see the link below for details Here is what the configuration of your local BGP router should look like interface GigabitEthernet01 ip address 192168101 2552552550 bfd interval 50 minrx 50 multiplier 3router bgp 1 bgp logneighborchanges neighbor 192168102 remoteas 2 neighbor 192168102 fallover bfd httpswwwciscocomcenustddocsiosiproutebgpcommandreferenceirgbookirgbgp3htmlwp1105562 RVCE Hi guys thanks for your replies I am aware of BFD and I am using BFD where required mainly on routed links between devices and if required I use IPv4 BFD multihop However I am trying to solve the following below where as I am trying to have BGP end to end through my perimiter firewalls This to ensure that the Border routers do not cause a black hole outbound while ensuring the core only uses the path towards the Border router which is still available end to end I would like to have the control plane end to end rather than relying on static routes  IP SLA constructs as the peer may respond to ICMPs but its routing engine is down and or its neigbor is down Another thing I would like to cover is that I can ensure the firewall is only routing traffic while its ACL firewall engine and NAT address translation service is still operational This is probably the biggest problem currently as I am not aware of any firewall vendor which injects its ACL engine  NAT engines operational status somehow into the routing process Meaning the firewall may still route traffic while its no longer firewalling hence I could still attract and drop traffic If someone has a solution to that please share However coming back to BGP advertisemap  existmap  nonexistmaps It seems hard coded within IOS and unless some TAC guy shares some Ninja command this will not change from a 60 second delay no matter if you configure BGP advertisementinterval 0 or not It did not work for me as I had DEBUG IP BGP UPDATES running and could see the update being advertise up to the border routers but the border routes would wait until the CONDITION would be met after approx 60 seconds then widthdraw the 24 outbound to ISP AB However that is not fast enough for most customers today with more and more services going to the cloud  Below solution will not converge faster than 60 seconds  Please prove me wrong  Which brings me to this once again end to end BGP through firewalls However in this instance the CORE devices inside generate the outside 24 prefix via xxxx24 Null 0 routes Those 24s are then picked up by the BGP and advertised outbound to the ISPs ensuring there is not black hole in front or at the back of the firewalls Also the received default routes are being learned from the ISPs and pushed down to the cores end to end This is probably my new solution however this still needs to be labbed up and tested  A few guys may have noticed the MPLS component and go WHY the heckBasically we operate two independant firewalls and one decided to partially die now the idea is to not bind any services to the physical interfaces of the firewalls Meaning we inject 32s into the MPLS transit vrfThis results that we can utilize both border routers for failover having two independant Firewalls And if a Firewall fails we can easily shutdown the injected loopbacks on the partially failing Firewall and enable the same configured 32 on the opposite still working firewall while the default route and advertisements for the 24s outbound still operate We use MPLSL3 VPNs to conserve public IP address space in regards to transit networks required between DCs as we can span multiple DCs without loosing valuable IP addressing Thats some of the background info in order to understand my end to end designs Thanks for your replies comments and feedbacksTHX Colin RVCE Colin The neighbor advertisementinterval on the Border routers should work effectively for you There is no special TAC command required See output below of how quick the updates were sent both for advertise and withdraw Scantime was set to 5 secs Obviously my BGP table is small Yours may have many prefixes R3configrouterneighbor 1551131 advertisementinterval 1R3configrouter011440 BGP0 1551377 rcv UPDATE about 1120008  withdrawn011440 BGP0 no valid path for 1120008011440 BGP topo globalIPv4 Unicastbase Removefwdroute for 1120008011440 BGP0 base 1551131 send unreachable format 1120008R3configrouter011445 BPG0 Condition exis changes to Withdraw011445 BGP0 net 333333024 matches ADV MAP adv bump version to 113011445 BGP topo globalIPv4 Unicastbase Removefwdroute for 333333024011445 BGP0 base 1551131 send unreachable format 333333024 R3configrouterR3configrouterneighbor 1551131 advertisementinterval 0R3configrouter011545 BGP0 1551377 rcvd UPDATE w attr nexthop 1551377 origin i merged path 300 54 50 60 ASPATH011545 BGP0 1551377 rcvd 1120008011545 BGP0 Revise route installing 1 of 1 routes for 1120008  1551377global to main IP table011545 BGP0 base 1551131 send UPDATE format 1120008 next 1551133 metric 0 path 300 54 50 60011545 BPG0 Condition exis changes to Advertise011545 BGP0 net 333333024 matches ADV MAP adv bump version to 115011545 BGP topo globalIPv4 Unicastbase Removefwdroute for 333333024R3configrouter011545 BGP0 base 1551131 send UPDATE format 333333024 next 1551133 metric 0 path LocalR3configrouter R3configrouter011914 BGP0 1551377 rcv UPDATE about 1120008  withdrawn011914 BGP0 no valid path for 1120008011914 BGP topo globalIPv4 Unicastbase Removefwdroute for 1120008011914 BGP0 base 1551131 send unreachable format 1120008R3configrouter011916 BPG0 Condition exis changes to Withdraw011916 BGP0 net 333333024 matches ADV MAP adv bump version to 117011916 BGP topo globalIPv4 Unicastbase Removefwdroute for 333333024011916 BGP0 base 1551131 send unreachable format 333333024 Are you importing the loopbacks in a VRF The import scanner for VRF tables is 15secs by default Also if your neighbor peering is activated in VPNv4 then you may have to configure the neighbor advertisementinterval in the VPNv4
Best Practice commands on a trunk port,Long story short main network guy left immediately didnt show me much learning trialbyfireSetting up some replacement switches Connecting them via trunking Was wondering if there were any Best Practice commands that I should have on a trunk portHe had no spanningtree bpduguard enable and ST guard rootDoing some reading and maybe spanningtree commands arent good for trunk portsThis might be as dumb a question as they come but just in case its answerable what is a Best Practice commands for trunk portsAll cisco switchesThanks If this question is too opened stupid Ill just close itlet it die Solved Go to Solution,Hi No the question is not stupid Its a good question For trunk ports connecting one switch to another best practice is to identify the vlans you have and just add them to the trunk For example Interface te111 description linkto switch1 or whatever description you want to add here switchport switchport mode trunk switchport trunk allowed vlan 23 510 The lase line say you have vlan 2 and 3 and 5 through 10 If you dont add the last command all 4096 vlans will be on the trunk and that is not best practice HTH RVCE Hi Are there any other commands that are helpful Maybe something in place to shut the port down if theres a loop or help direct traffic better for a trunk port Spanning tree will prevent loop when there are multiple connections between the switches or multiple switches are daisy changed together So it all depends on your design If you have for example an access switch connecting to one or 2 other switches in the core the spanning tree will block one link while the other one is forwarding That said you do want to have a good spanning tree configuration among your switches so they can prevent loop right now I just do switchport mode trunk and now the vlan commands nothing else This is good enough If you are connecting a tunk port or 2 to a server you can add this command to the port spanningtree portfast trunk This command is NOT recommended if you are connecting switches together sometimes I have to use mode dynamic desirable and I dont know whywhat the difference is Still looking into that There is no need to worry about this command unless you know exactly why you are doing it HTH RVCE Hi No the question is not stupid Its a good question For trunk ports connecting one switch to another best practice is to identify the vlans you have and just add them to the trunk For example Interface te111 description linkto switch1 or whatever description you want to add here switchport switchport mode trunk switchport trunk allowed vlan 23 510 The lase line say you have vlan 2 and 3 and 5 through 10 If you dont add the last command all 4096 vlans will be on the trunk and that is not best practice HTH RVCE This is wonderful Thank you Ive been looking for months on how to choose which vlans are sharedshown in which location THANK YOU Are there any other commands that are helpful Maybe something in place to shut the port down if theres a loop or help direct traffic better for a trunk port right now I just do switchport mode trunk and now the vlan commands nothing else sometimes I have to use mode dynamic desirable and I dont know whywhat the difference is Still looking into that RVCE Hi Are there any other commands that are helpful Maybe something in place to shut the port down if theres a loop or help direct traffic better for a trunk port Spanning tree will prevent loop when there are multiple connections between the switches or multiple switches are daisy changed together So it all depends on your design If you have for example an access switch connecting to one or 2 other switches in the core the spanning tree will block one link while the other one is forwarding That said you do want to have a good spanning tree configuration among your switches so they can prevent loop right now I just do switchport mode trunk and now the vlan commands nothing else This is good enough If you are connecting a tunk port or 2 to a server you can add this command to the port spanningtree portfast trunk This command is NOT recommended if you are connecting switches together sometimes I have to use mode dynamic desirable and I dont know whywhat the difference is Still looking into that There is no need to worry about this command unless you know exactly why you are doing it HTH RVCE Absolutely fantastic Thank you Thats what I needed to know Youve been immensely helpful Thank you RVCE If youre going down the path of trunking learn more about EtherChannel as well If the trunk ports are fibre optics then think about enabling udld port aggressive dont use this command if the trunk port is copperradio link A lot of people love the command no logging event linkstatus and I tend to disagree because this will enable me to identify if there are links that are unstable Another thing is to search for any errordisable autorecovery commands and review them carefully Things like autorecovery of a port that has gone into errordisable due to UDLD is putting a gun to your head RVCE Glad to help Good Luck
cisco 3850 24Xs swicthes  can we make them into stack using 10G ports insted of stack ports,cisco 3850 24Xs swicthes  can we make them into stack using 10G ports insted of stack ports,Not supported RVCE Thanks for your reply Leo RVCE How about VSS feasibility on 3850 what IOS version will support VSS and can you provide me the configuration guide RVCE How about VSS feasibility on 3850 what IOS version will support VSS and can you provide me the configuration guide Youve got to be joking right VSS on a 3850 Stacking comes natively with 3850 and you want to do VSS Youre reinventing the wheel RVCE Maybe the switches are miles apart  RVCE Then you can use the 4500X  Not sure what all the new Catalyst 9K series supports beyond stacking similar to Catalyst 3Ks RVCE Only the 9500 will support Stackwise Virtual 9400 will support VSS RVCE Only the WSC385048XS can support Stackwise Virtual No other models can
887VA keeps losing VDSLrouter firmware after reload,,Hello odd indeed I think you have to rename the file to a bin extension in order for it to be recognized by the router after a reboot What if you manually load the file from flash controller vdsl 0 firmware flash RVCE Thanks Georg Yes its pretty strange It has me pretty puzzled So a dir flash shows no separate firmware file Directory of flash 1 rw 32432524 Mar 1 1984 000100 0000 c880datauniversalk9mz1514M5bin 2 rw 780 Aug 17 2017 100254 0000 vlandat 3 rw 1151 Aug 5 2015 141656 0000 backupconfigcfg 4 rw 36910352 Aug 5 2015 142116 0000 c880datauniversalk9mz1524M6abin 5 rw 2622 Aug 17 2017 182948 0000 startuptxt Thats just after a warm reload The controller was up and the firmware loaded prior to reboot Daemon Status Firmware Download DSL modem is not yet initialized Firmware Source File Name version    OS FW embedded VDSLLINUXDEV01212008 1Im thinking I might need to get the separate not OS FW firmware file tftp it in and then do as you suggest RVCE Hello what is the exact 887 model you have  887VA887VAM 887VACUBE 887VAW eg  RVCE Its an 887VA Georg Device PID SN0 CISCO887VAK9 thanks RVCE Hello I assume you have a service contract to download the latest firmware release Be sure to follow the procedure below to upgrade the firmware httpswwwciscocomcenustddocsroutersaccess800firmwarereleasenotesVDSL2fwrnd23bhtmlpgfId48969 Odd indeed that the file just disappears
Cisco RV130 Routers slow NAT throughput,According to Routers data sheet its NAT throughput is 800mbpsReal NAT WANLAN downloadupload speed is maximum 170mbpsFirmware is latest QoS is off Internet connection 1 gbpsWhan can i do to increase this speed PS During load the routers box is hot and its CPU is about 98100 loademergency events in its log,Hello try different MTU settings page 23 of the attached admin guide Also under QoS  Bandwidth Management make sure the upstream and downstream values match those given to you by your provider page 111 of the guide httpswwwciscocomcdamenustddocsrouterscsbrrv130wadminguideenrv130wadminenpdf RVCE Also the latest firmware is 10328I have attached the file in case you need it
GRE tunnel source multiple interfaces,Is it possible to assign a single GRE tunnel to two source interfacesThe reason we would want to do this temporarily is to transition our DMVPN public addresses from one IP space to another Solved Go to Solution,No it is not However you can add an additional GRE interface using the new physical interface Be careful with your routing to send the right traffic out the right interface RVCE No it is not However you can add an additional GRE interface using the new physical interface Be careful with your routing to send the right traffic out the right interface RVCE Good point thank you
Cannot ping or access website across primary WAN but can across secondary WAN,Have an interesting issue where clients at a remote branch site cannot ping or access a particular website across their primary circuit but can ping and access when traffic is moved to their secondary circuitDiagram is attached other InformationSo far in my troubleshooting Ive narrowed it to perhaps the router 4331 at the branch either having a bug perhaps or the primary carriers circuit but from the carriers point of view its just a layer 2 connection and they dont participate in any of our routing I just do my routing across it very straight forward To make this more interesting this same issue is occurring at 2 other branch sites in the exact setupAny ideas for troubleshooting are appreciated,Hello where does the traceroute stop  Is the ASA doing the NAT  RVCE I can traceroute all the way to the servers public IP across both circuits trace across both WAN links both virtually identical when it leaves the edge ASA firewall just cant ping it or access its website when going across the primary circuit The ASA is doing the NATPAT overload for client connectivity RVCE Hello this could simply be an MTU related issue Can you ping across both circuits and find out what the maximum packet size is as in the example below Lower the packet size until the ping reply is successful Cwindowssystem32ping l 1500 f wwwgooglecom Pinging wwwgooglecom 108177119106 with 1500 bytes of dataPacket needs to be fragmented but DF setPacket needs to be fragmented but DF setPacket needs to be fragmented but DF setPacket needs to be fragmented but DF set Ping statistics for 108177119106 Packets Sent  4 Received  0 Lost  4 100 loss ping RVCE I was suspecting that could be an area to consider I tried pinging the web servers public IP from the branch router with a size of like 1200 and 1300 but failed Ill try from a client Windows machine at the site
Load balancing HTTP HTTPs,Hi alli have a query regarding load balancing i have two isp  my local user brows googlecom it should be go to ISP1but when they brows yahoocom it should be go to ISP2kindly guide mei am using cisco router 3825,PBR policy based routing might provide the solution you seek although the kind of load balancing you seem to require is a real pain to maintain Generally its easier to just roundrobin flows to your ISPs If your platform and licensing supports it PfR performance routing can dynamically load balance RVCE hi  Thanks for your support  i will check it and share the result  RVCE Hello something like the below should work classmap matchany CLASSGOOGLE match protocol http host googlecom match protocol securehttp host googlecomclassmap matchany CLASSYAHOO match protocol http host yahoocom match protocol securehttp host yahoocompolicymap MARKGOOGLE class CLASSGOOGLE set ip dscp 1policymap MARKYAHOO class CLASSYAHOO set ip dscp 2accesslist 100 deny ip any any dscp 1accesslist 100 permit ip any anyroutemap test REDIRECTURL 10 match ip address 100 set ip nexthop 201100100100accesslist 101 deny ip any any dscp 2accesslist 101 permit ip any anyroutemap test REDIRECTURL 20 match ip address 101 set ip nexthop 202200100100interface GigabitEthernet00 description LAN interface ip policy routemap REDIRECTURL RVCE A nice example of PBR although I dont believe it deals with link failure RVCE Indeed link failure isnt coveredA simple EEM script could work event manager applet removepbrevent tag e1 syslog pattern Line protocol on Interface GigabitEthernet20 changed state to downevent tag e2 syslog pattern Line protocol on Interface GigabitEthernet30 changed state to downtriggercorrelate event e1 or event e2exitaction 10 cli command enableaction 15 cli command config taction 20 cli command interface GigabitEthernet00action 25 cli command no ip policy routemap REDIRECTURLaction 30 cli command endaction 35 cli command wr mem event manager applet addpbrevent tag e1 syslog pattern Line protocol on Interface GigabitEthernet20 changed state to upevent tag e2 syslog pattern Line protocol on Interface GigabitEthernet30 changed state to uptriggercorrelate event e1 or event e2exitaction 10 cli command enableaction 15 cli command config taction 20 cli command interface GigabitEthernet00action 25 cli command ip policy routemap REDIRECTURLaction 30 cli command endaction 35 cli command wr mem RVCE To OP and now you might begin to understand why I wrote    a real pain to maintain 
shaping on physical interface works for subinterface,Hi Expertswould you please help check whether below shaping configuration workspolicymap parentceout class classdefault shape peak 102400000 queuelimit 800 ms randomdetectinterface GigabitEthernet00 description WAN if to ISP bandwidth 102400 no ip address no ip proxyarp duplex full speed 1000 servicepolicy output parentceout holdqueue 240000 outinterface GigabitEthernet00100 encapsulation dot1Q 100 ip address 10111 255255255252 no cdp enableThanks,Hi Traffic from subinterfaces will follow to the physical interface This means that if you clarify your traffic and apply the service policy to your physical interface itll work In your case applying the shaping for all traffic class default should work by applying it to the physical interface Thanks PS Please dont forget to rate and mark as correct answer if this answered your question ThanksFrancescoPS Please dont forget to rate and select as validated answer if this answered your question RVCE You have a physical gig handoff but a 100 Mbps CIR If so if possible run the handoff at 100 Mbps Im unsure how your queuelimit 800 ms will interact with your shaper Ie Whether the queue limit will be based on your shaped rate or your physical interface rate I see youve enable WRED with default settings  I generally recommend against using it unless youre a QoS wizard Often shape peak runs at 2x the CIR rate If so this is want you want If not use shape average Im also unsure how your holdqueue 240000 will interact with your service policy RVCE Thank you so much for you answer when u said shape peak runs at 2x the CIR rate  does that means customer will over the rate limit 100mbps enforced by ISPhowever I did check with ISP and they told me they didnt see any violation at their side Moreover Customer was seeing input errors on the physical link when production traffic was on Thanks RVCE does that means customer will over the rate limit 100mbps enforced by ISP Yes RVCE Hi Sorry i answered your party based on the title because I thought your question was applying a servicepolicy on a physical interface when using subinterfaces If your question was more on the qos config Joseph has said quite everything Sorry again if I misunderstood your question Thanks ThanksFrancescoPS Please dont forget to rate and select as validated answer if this answered your question
L2TP termination and forwarding,HiWe have a situation where we have an ASR1002 that terminates DSL services and also forwards some onwards to other routers Our requirement is to forward all sessions with realm realm1com to another router routerB and terminate all sessions with realm realm2com on the ASR1002The config to forward the realm1 users is on the ASR1002 in a VPDN group All this is currently workingWe now have a requirement to take a handful of users that use the realm realm2com and send them to routerB same place the realm1 users are going To do this we need to use vpdn authenbeforeforward which sends the full username and realm to the radius server Doing this breaks the forwarding of all realm1 users to routerBDoes anyone have any suggestion on how we can achieve what I have described above  unfortunately we cant use radius to make the forwarding decisions as its a third party radius server that doesnt have that feature available to usThanksJono,It looks like what Im trying to achieve can not be done without the use of radius unless anyone can advise otherwise It seems the vpdn authenbeforeforward command forces all auth to be sent to radius first
