Post,Date,Views,Replies,Upvotes,Link,Resolved
Does DND supersede the TIme Schedule in,08-14-2017,36,5,0,https://supportforums.cisco.com//t5/ip-telephony/does-dnd-supersede-the-time-schedule-in-cucm-10-x/td-p/3093523,1
SIP Device Profile,08-10-2017,179,2,0,https://supportforums.cisco.com//t5/ip-telephony/sip-device-profile/td-p/3091489,1
debug isdn q931 no route to destinatio,08-14-2017,217,8,0,https://supportforums.cisco.com//t5/ip-telephony/debug-isdn-q931-quot-no-route-to-destination-quot/td-p/3093180,0
Insufficient Cisco Prime Licenses,06-04-2017,74,2,0,https://supportforums.cisco.com//t5/ip-telephony/insufficient-cisco-prime-licenses/td-p/3015750,0
CUCM v115 The installation has encoun,08-14-2017,209,3,0,https://supportforums.cisco.com//t5/ip-telephony/cucm-v11-5-the-installation-has-encountered-a-unrecoverable/td-p/3093315,0
10Secs Delay in calling extension to ex,08-13-2017,44,2,0,https://supportforums.cisco.com//t5/ip-telephony/10secs-delay-in-calling-extension-to-extension-among-wireless/td-p/3092860,1
Configure VGW for AF31 and EF Traffic,07-25-2017,51,3,0,https://supportforums.cisco.com//t5/ip-telephony/configure-vgw-for-af31-and-ef-traffic/td-p/3093753,1
Errormessage on my Cisco 7925 wireless ,08-14-2017,60,2,0,https://supportforums.cisco.com//t5/ip-telephony/errormessage-on-my-cisco-7925-wireless-phone-network-is-busy/td-p/3093130,1
SNR,08-09-2017,38,4,0,https://supportforums.cisco.com//t5/ip-telephony/snr/td-p/3090267,0
Duration of CM110K9LAB,08-13-2017,195,1,1,https://supportforums.cisco.com//t5/ip-telephony/duration-of-cm11-0-k9-lab/td-p/3092889,0
CUCM Local admin users login stops work,08-13-2017,82,1,0,https://supportforums.cisco.com//t5/ip-telephony/cucm-local-admin-users-login-stops-working-intermittently/td-p/3092815,0
Cisco IPMA proxy line configuration,08-13-2017,51,1,0,https://supportforums.cisco.com//t5/ip-telephony/cisco-ipma-proxy-line-configuration/td-p/3092822,0
No Ringback from SIP Provider after Uni,09-18-2014,7117,98,100,https://supportforums.cisco.com//t5/ip-telephony/no-ringback-from-sip-provider-after-unity-transfer/td-p/2510422,0
speech clipping 7841,07-14-2017,49,1,0,https://supportforums.cisco.com//t5/ip-telephony/speech-clipping-7841/td-p/3085428,0
CUCM 115 CallForward to multiple cell ,08-12-2017,34,1,0,https://supportforums.cisco.com//t5/ip-telephony/cucm-11-5-callforward-to-multiple-cell-destinations/td-p/3092724,0
SRST Test plan,03-29-2017,209,3,9,https://supportforums.cisco.com//t5/ip-telephony/srst-test-plan/td-p/3044382,0
E1 directinwarddial,08-12-2017,73,2,0,https://supportforums.cisco.com//t5/ip-telephony/e1-direct-inward-dial/td-p/3092467,0
Intercom feature on IP Phone fist line,08-11-2017,135,2,0,https://supportforums.cisco.com//t5/ip-telephony/intercom-feature-on-ip-phone-fist-line/td-p/3092280,0
VG204 for modem use,08-10-2017,274,7,0,https://supportforums.cisco.com//t5/ip-telephony/vg204-for-modem-use/td-p/3091079,0
CME MoH Live Feed Low or No Signal,08-11-2017,83,0,0,https://supportforums.cisco.com//t5/ip-telephony/cme-moh-live-feed-low-or-no-signal/td-p/3092422,0
CUBE SIP Profile Help,08-10-2017,216,2,0,https://supportforums.cisco.com//t5/ip-telephony/cube-sip-profile-help/td-p/3091590,0
SIP trunk to telco provider on CME  us,08-11-2017,48,0,0,https://supportforums.cisco.com//t5/ip-telephony/sip-trunk-to-telco-provider-on-cme-used-for-overhead-paging/td-p/3092201,0
UCCX 70 Licensing Problem,08-11-2017,58,3,0,https://supportforums.cisco.com//t5/ip-telephony/uccx-7-0-licensing-problem/td-p/3091787,0
CP88513PCCK9 to Enterprise firmware,08-11-2017,225,0,0,https://supportforums.cisco.com//t5/ip-telephony/cp-8851-3pcc-k9-to-enterprise-firmware/td-p/3092076,0
Cisco IP phones not receiving the calle,08-08-2017,86,22,2,https://supportforums.cisco.com//t5/ip-telephony/cisco-ip-phones-not-receiving-the-caller-number/td-p/3089049,0
Send All Calls to voicemail feature,04-20-2017,199,2,0,https://supportforums.cisco.com//t5/ip-telephony/send-all-calls-to-voicemail-feature/td-p/3062601,1
CUCM 1052 Reboot Svrs  2 Subs  pho,08-10-2017,76,6,0,https://supportforums.cisco.com//t5/ip-telephony/cucm-10-5-2-reboot-svrs-2-subs-phone-behavior-questions/td-p/3091558,1
ERROR Failed mWaveListInit hr0,05-08-2012,4731,13,0,https://supportforums.cisco.com//t5/ip-telephony/error-failed-m-wavelist-gt-init-hr-0x80040154-with-cisco-tsp/td-p/1881165,0
Please share the flow to get time for S,08-11-2017,57,5,0,https://supportforums.cisco.com//t5/ip-telephony/please-share-the-flow-to-get-time-for-sip-and-sccp-phones/td-p/3091837,1
CUCM version 862 6921 ip phone is re,07-04-2017,87,5,0,https://supportforums.cisco.com//t5/ip-telephony/cucm-version-8-6-2-6921-ip-phone-is-rejected-when-firmware-is/td-p/3049484,0
CUCM bulk admin speeddial in UDP,08-11-2017,155,2,0,https://supportforums.cisco.com//t5/ip-telephony/cucm-bulk-admin-speeddial-in-udp/td-p/3091735,0
Adding New Subscriber Failed,08-10-2017,101,11,0,https://supportforums.cisco.com//t5/ip-telephony/adding-new-subscriber-failed/td-p/3091033,1
Cisco 8821 wireless phone configuration,08-10-2017,673,2,0,https://supportforums.cisco.com//t5/ip-telephony/cisco-8821-wireless-phone-configuration-and-set-up/td-p/3090896,0
Cisco Prime Provisioning,08-04-2017,44,2,0,https://supportforums.cisco.com//t5/ip-telephony/cisco-prime-provisioning/td-p/3086506,0
VPN phone  All concentrators failed,08-10-2017,384,1,0,https://supportforums.cisco.com//t5/ip-telephony/vpn-phone-all-concentrators-failed/td-p/3091649,0
CDR Database Error  Error Code 10012 ,09-16-2013,3619,14,5,https://supportforums.cisco.com//t5/ip-telephony/cdr-database-error-error-code-10012-cucm-8-6-2/td-p/2320464,0
Cisco CP8841 Phone with Asterisk,02-28-2017,1090,15,15,https://supportforums.cisco.com//t5/ip-telephony/cisco-cp-8841-phone-with-asterisk/td-p/3070660,0
Password Recovery Cisco VG248,08-10-2017,90,1,0,https://supportforums.cisco.com//t5/ip-telephony/password-recovery-cisco-vg248/td-p/3091472,0
Hot Dial Phone,08-10-2017,62,2,0,https://supportforums.cisco.com//t5/ip-telephony/hot-dial-phone/td-p/3091164,0
Reception transfer directly to users v,08-10-2017,24,1,0,https://supportforums.cisco.com//t5/ip-telephony/reception-transfer-directly-to-user-s-voice-mail/td-p/3091220,0
FXO finding if line is plugged in,05-05-2009,2902,6,42,https://supportforums.cisco.com//t5/ip-telephony/fxo-finding-if-line-is-plugged-in/td-p/1244689,1
Double ring tone heard over SIP trunk,08-10-2017,71,2,0,https://supportforums.cisco.com//t5/ip-telephony/double-ring-tone-heard-over-sip-trunk/td-p/3090902,0
Registering Cisco 7945G IP Phone on CUC,08-10-2017,31,2,0,https://supportforums.cisco.com//t5/ip-telephony/registering-cisco-7945g-ip-phone-on-cucm-6-x-callmanagaer/td-p/3090832,0
How to check SIP gateway configuration ,08-10-2017,65,1,0,https://supportforums.cisco.com//t5/ip-telephony/how-to-check-sip-gateway-configuration-for-fax/td-p/3090948,0
2811 H323 FXS Callmanager FAX configura,03-12-2010,1225,11,0,https://supportforums.cisco.com//t5/ip-telephony/2811-h323-fxs-callmanager-fax-configuration/td-p/1398240,0
MX800 encrypted calls,05-02-2016,393,13,5,https://supportforums.cisco.com//t5/ip-telephony/mx800-encrypted-calls/td-p/2857582,1
Cannot transfer call in via SIP trunk,08-08-2017,284,5,0,https://supportforums.cisco.com//t5/ip-telephony/cannot-transfer-call-in-via-sip-trunk/td-p/3089292,0
MRGL is not working on Phone level but ,08-09-2017,57,5,0,https://supportforums.cisco.com//t5/ip-telephony/mrgl-is-not-working-on-phone-level-but-working-on-device-pool/td-p/3090356,0
Call Routing to IVR throught PSTN Trunk,08-06-2017,51,1,0,https://supportforums.cisco.com//t5/ip-telephony/call-routing-to-ivr-throught-pstn-trunk/td-p/3087690,0
CUCM LDAP sync  How to keep local user,08-09-2017,269,3,5,https://supportforums.cisco.com//t5/ip-telephony/cucm-ldap-sync-how-to-keep-local-user-accounts-from-becoming/td-p/3090578,0
Firmware Upgradechange 7841 issue,08-05-2017,633,7,5,https://supportforums.cisco.com//t5/ip-telephony/firmware-upgrade-change-7841-issue/td-p/3087515,0
After upgrading CUC to 110 the web in,06-06-2016,424,15,9,https://supportforums.cisco.com//t5/ip-telephony/after-upgrading-cuc-to-11-0-the-web-inbox-link-on-our-website-no/td-p/2880611,0
Call forwarding caller ID presentation,06-01-2017,51,1,0,https://supportforums.cisco.com//t5/ip-telephony/call-forwarding-caller-id-presentation/td-p/3006457,0
RTP Ports Reserved,08-09-2017,69,3,5,https://supportforums.cisco.com//t5/ip-telephony/rtp-ports-reserved/td-p/3090474,0
Is Digest User necessary in Protocol Sp,08-08-2017,307,6,0,https://supportforums.cisco.com//t5/ip-telephony/is-digest-user-necessary-in-protocol-specific-window-for-jabber/td-p/3089589,0
Jabber 1182 for IPad integration with,08-09-2017,29,0,0,https://supportforums.cisco.com//t5/ip-telephony/jabber-11-8-2-for-ipad-integration-with-cucm-10-5/td-p/3090293,0
Missed call after call pickup,08-09-2017,33,0,0,https://supportforums.cisco.com//t5/ip-telephony/missed-call-after-call-pickup/td-p/3090259,0
Korea  router as H323 Gtwy  Possible ,08-09-2017,76,2,0,https://supportforums.cisco.com//t5/ip-telephony/korea-router-as-h323-gtwy-possible-to-have-e1-r2-and-e1-isdn-pri/td-p/3090121,1
Unable to pick and choose what hunt gro,08-08-2017,21,2,0,https://supportforums.cisco.com//t5/ip-telephony/unable-to-pick-and-choose-what-hunt-group-calls-to-answer-in/td-p/3089457,0
SIP trunk usage,08-08-2017,330,4,0,https://supportforums.cisco.com//t5/ip-telephony/sip-trunk-usage/td-p/3089362,1
CME call not transferring from 8841 sip,08-08-2017,33,2,0,https://supportforums.cisco.com//t5/ip-telephony/cme-call-not-transferring-from-8841-sip-to-a-7942-sccp/td-p/3089799,0
CUCM Export Job shows status of Incompl,06-27-2011,748,2,0,https://supportforums.cisco.com//t5/ip-telephony/cucm-export-job-shows-status-of-incomplete/td-p/1723607,0
Replication between Publisher and Subsc,08-08-2017,31,3,0,https://supportforums.cisco.com//t5/ip-telephony/replication-between-publisher-and-subscriber-failed/td-p/3089939,0
Need to configured SIP gateway for FAX ,08-09-2017,33,0,0,https://supportforums.cisco.com//t5/ip-telephony/need-to-configured-sip-gateway-for-fax-on-cisco-2811/td-p/3090039,0
External speaker and mic for cisco 7942,08-09-2017,341,0,0,https://supportforums.cisco.com//t5/ip-telephony/external-speaker-and-mic-for-cisco-7942-phone/td-p/3089977,0
CUCM LDAP sync status or notifications,08-08-2017,306,1,0,https://supportforums.cisco.com//t5/ip-telephony/cucm-ldap-sync-status-or-notifications/td-p/3089934,0
External Mask SpoofingRandomizing,08-08-2017,26,3,0,https://supportforums.cisco.com//t5/ip-telephony/external-mask-spoofing-randomizing/td-p/3089826,0
Cant convert from sip78xx110111 t,08-08-2017,54,1,0,https://supportforums.cisco.com//t5/ip-telephony/can-t-convert-from-sip78xx-11-0-1-11-to-sip78xx-11-0-1mpp-477/td-p/3089211,0
Cannot Access Device information Screen,08-08-2017,37,2,0,https://supportforums.cisco.com//t5/ip-telephony/cannot-access-device-information-screen/td-p/3089504,1
QoS Command Conversion IOS to Denali o,07-14-2017,56,1,0,https://supportforums.cisco.com//t5/ip-telephony/qos-command-conversion-ios-to-denali-on-3650-core-switch/td-p/3085778,0
Unity connection system distribution li,08-08-2017,19,0,0,https://supportforums.cisco.com//t5/ip-telephony/unity-connection-system-distribution-list/td-p/3089544,0
Licensing with EM and Softphone,08-04-2017,148,5,0,https://supportforums.cisco.com//t5/ip-telephony/licensing-with-em-and-softphone/td-p/3086650,0
Multiple LDAP Synchronisation with AD,08-08-2017,28,1,5,https://supportforums.cisco.com//t5/ip-telephony/multiple-ldap-synchronisation-with-ad/td-p/3089385,0
Using Single CUBE for two different cli,08-08-2017,50,8,10,https://supportforums.cisco.com//t5/ip-telephony/using-single-cube-for-two-different-clients/td-p/3089169,0
Navigation Button Light on Phones,04-10-2015,40,3,5,https://supportforums.cisco.com//t5/ip-telephony/navigation-button-light-on-phones/td-p/2625511,0
Allow agents to access ONLY their own r,08-08-2017,27,0,0,https://supportforums.cisco.com//t5/ip-telephony/allow-agents-to-access-only-their-own-recordings/td-p/3089198,0
78XX Phone PoE problem with 6500 Switch,08-02-2017,99,4,0,https://supportforums.cisco.com//t5/ip-telephony/78xx-phone-poe-problem-with-6500-switch/td-p/3098126,0
Cisco IOS Homogeneous Video Conference ,12-04-2015,1610,11,0,https://supportforums.cisco.com//t5/ip-telephony/cisco-ios-homogeneous-video-conference-bridge/td-p/2807044,1
Prime collaboration assurance,08-07-2017,64,1,0,https://supportforums.cisco.com//t5/ip-telephony/prime-collaboration-assurance/td-p/3088963,1
CP88418861 SIP Configuration Assistan,02-07-2016,1248,4,0,https://supportforums.cisco.com//t5/ip-telephony/cp-8841-8861-sip-configuration-assistance/td-p/2801863,0
Call to PSTN required PIN SIP Phones,08-07-2017,55,6,0,https://supportforums.cisco.com//t5/ip-telephony/call-to-pstn-required-pin-sip-phones/td-p/3088610,0
No 2way Audio,08-07-2017,50,3,0,https://supportforums.cisco.com//t5/ip-telephony/no-2-way-audio/td-p/3088725,0
Cisco 2951 with VWIC2 and PVDM2,08-07-2017,56,1,0,https://supportforums.cisco.com//t5/ip-telephony/cisco-2951-with-vwic2-and-pvdm2/td-p/3088678,0
Cisco CP7841firmware upgradation,08-07-2017,47,1,0,https://supportforums.cisco.com//t5/ip-telephony/cisco-cp-7841firmware-upgradation/td-p/3088642,0
listen into the conversation while othe,08-07-2017,51,2,0,https://supportforums.cisco.com//t5/ip-telephony/listen-into-the-conversation-while-other-persone-talking-on-same/td-p/3088527,0
CUCM RTMT  Can the time period of the ,09-13-2013,196,3,5,https://supportforums.cisco.com//t5/ip-telephony/cucm-rtmt-can-the-time-period-of-the-displayed-graphs-be/td-p/2311439,1
UC500 CME forwarding all DIDS to the ma,07-27-2017,26,6,0,https://supportforums.cisco.com//t5/ip-telephony/uc500-cme-forwarding-all-dids-to-the-main-line-did/td-p/3095775,0
Cisco Unity Connection PCA 10X end us,08-07-2017,61,2,0,https://supportforums.cisco.com//t5/ip-telephony/cisco-unity-connection-pca-10-x-end-user-greeting-recording-java/td-p/3088171,0
How should i do to make IP phone 7821 w,08-07-2017,92,7,0,https://supportforums.cisco.com//t5/ip-telephony/how-should-i-do-to-make-ip-phone-7821-work-on-cme-9-1/td-p/3088273,1
ISR sends reinvite to switch from T38,08-04-2017,285,4,0,https://supportforums.cisco.com//t5/ip-telephony/isr-sends-re-invite-to-switch-from-t-38-to-audio-after/td-p/3087058,0
Seach criteria SIP call flow in PCA,08-07-2017,55,0,0,https://supportforums.cisco.com//t5/ip-telephony/seach-criteria-sip-call-flow-in-pca/td-p/3088216,0
CUCM 115 and encryption,08-07-2017,50,1,0,https://supportforums.cisco.com//t5/ip-telephony/cucm-11-5-and-encryption/td-p/3088190,0
bug report cucm upgrade,08-07-2017,65,3,0,https://supportforums.cisco.com//t5/ip-telephony/bug-report-cucm-upgrade/td-p/3088147,0
Cisco CP6921 registration reject when ,08-03-2017,35,2,0,https://supportforums.cisco.com//t5/ip-telephony/cisco-cp-6921-registration-reject-when-change-device-pool-on/td-p/3085831,0
Cisco Unity connection Scheduling and c,08-05-2017,88,5,5,https://supportforums.cisco.com//t5/ip-telephony/cisco-unity-connection-scheduling-and-call-handler-help-required/td-p/3087481,1
install license on cisco router 2900 se,06-05-2015,2212,18,14,https://supportforums.cisco.com//t5/ip-telephony/install-license-on-cisco-router-2900-series/td-p/2701471,0
Error with cdr ftp copying,08-04-2017,108,2,0,https://supportforums.cisco.com//t5/ip-telephony/error-with-cdr-ftp-copying/td-p/3086488,0
SCUEISM86K9,08-06-2017,81,1,0,https://supportforums.cisco.com//t5/ip-telephony/scue-ism-8-6-k9/td-p/3087832,0
DRS time and performance impact in CUCM,11-23-2010,288,3,0,https://supportforums.cisco.com//t5/ip-telephony/drs-time-and-performance-impact-in-cucm/td-p/1572383,1
CUCM snapshot not supported  Disaster ,05-08-2017,168,10,0,https://supportforums.cisco.com//t5/ip-telephony/cucm-snapshot-not-supported-disaster-recovery-process-instead/td-p/3055409,1
ISR 4331 Voice Quality Issue  Hissing,10-08-2015,1116,9,5,https://supportforums.cisco.com//t5/ip-telephony/isr-4331-voice-quality-issue-hissing/td-p/2739737,0
outgoing calls to pstn not working,04-27-2007,903,5,0,https://supportforums.cisco.com//t5/ip-telephony/outgoing-calls-to-pstn-not-working/td-p/817763,1
Route pattern question,08-05-2017,60,2,0,https://supportforums.cisco.com//t5/ip-telephony/route-pattern-question/td-p/3087373,0
Calling IVR from my cucm no digit accep,06-18-2017,118,5,0,https://supportforums.cisco.com//t5/ip-telephony/calling-ivr-from-my-cucm-no-digit-accepting/td-p/3074806,0
SIP to ANALOG,08-04-2017,183,2,0,https://supportforums.cisco.com//t5/ip-telephony/sip-to-analog/td-p/3087177,0
Line Pickup Configuration for Novice,07-28-2017,32,1,0,https://supportforums.cisco.com//t5/ip-telephony/line-pickup-configuration-for-novice/td-p/3096585,0
How to find Concurrent IPIVR Ports in U,08-04-2017,37,8,10,https://supportforums.cisco.com//t5/ip-telephony/how-to-find-concurrent-ipivr-ports-in-ucce/td-p/3086813,1
sip20 400 bad request,08-04-2017,713,6,0,https://supportforums.cisco.com//t5/ip-telephony/sip-2-0-400-bad-request/td-p/3086744,1
phone registered to two diffirent call ,08-04-2017,29,1,0,https://supportforums.cisco.com//t5/ip-telephony/phone-registered-to-two-diffirent-call-manager/td-p/3086923,0
Translation Pattern Configuration Advic,08-04-2017,59,5,0,https://supportforums.cisco.com//t5/ip-telephony/translation-pattern-configuration-advice/td-p/3086633,0
Hunt Group Will Not Foward to Another N,08-01-2017,73,7,0,https://supportforums.cisco.com//t5/ip-telephony/hunt-group-will-not-foward-to-another-number/td-p/3097808,1
UCK9 license in voice router,08-04-2017,429,1,0,https://supportforums.cisco.com//t5/ip-telephony/uck9-license-in-voice-router/td-p/3086620,0
I am not able to configure cisco 8841 i,08-04-2017,461,3,0,https://supportforums.cisco.com//t5/ip-telephony/i-am-not-able-to-configure-cisco-8841-ip-phone-version-sip/td-p/3086537,0
CUCM 105  User Options Page,06-17-2014,755,6,15,https://supportforums.cisco.com//t5/ip-telephony/cucm-10-5-user-options-page/td-p/2508886,0
How PRI Utilization works,08-03-2017,134,5,0,https://supportforums.cisco.com//t5/ip-telephony/how-pri-utilization-works/td-p/3085340,0
Attendant Console call forwarding,08-03-2017,135,1,0,https://supportforums.cisco.com//t5/ip-telephony/attendant-console-call-forwarding/td-p/3086188,0
intermittent ringback issue on call ove,08-03-2017,20,2,0,https://supportforums.cisco.com//t5/ip-telephony/intermittent-ringback-issue-on-call-over-sip-trunk/td-p/3086136,0
Upgrade IOS XE image ISR 4321 CUCME,08-03-2017,276,3,0,https://supportforums.cisco.com//t5/ip-telephony/upgrade-ios-xe-image-isr-4321-cucme/td-p/3085988,0
Can Cisco 8841 be used in a hosted VOIP,08-03-2017,121,3,0,https://supportforums.cisco.com//t5/ip-telephony/can-cisco-8841-be-used-in-a-hosted-voip-environment/td-p/3085933,0
Can I install a UCSE Module on my Voic,08-03-2017,32,3,5,https://supportforums.cisco.com//t5/ip-telephony/can-i-install-a-ucs-e-module-on-my-voice-router/td-p/3086230,0
 TOUCH 12 NO DIRECTORY,08-03-2017,24,0,0,https://supportforums.cisco.com//t5/ip-telephony/touch-12-no-directory/td-p/3086306,0
 CTS 1000 URI DIALING,07-04-2017,47,5,0,https://supportforums.cisco.com//t5/ip-telephony/cts-1000-uri-dialing/td-p/3052490,0
7942 SSH challange,08-03-2017,47,1,0,https://supportforums.cisco.com//t5/ip-telephony/7942-ssh-challange/td-p/3085913,0
CDRs Formatting,07-20-2017,30,4,0,https://supportforums.cisco.com//t5/ip-telephony/cdrs-formatting/td-p/3090661,1
understanding translation rules in cme,08-02-2017,381,6,18,https://supportforums.cisco.com//t5/ip-telephony/understanding-translation-rules-in-cme/td-p/3098176,1
Trying to hide extension when calling o,08-03-2017,27,1,0,https://supportforums.cisco.com//t5/ip-telephony/trying-to-hide-extension-when-calling-out/td-p/3085894,0
How can I change email server in Cisco ,08-03-2017,16,0,0,https://supportforums.cisco.com//t5/ip-telephony/how-can-i-change-email-server-in-cisco-unity/td-p/3085843,0
Personal Directory Error,08-02-2017,31,2,0,https://supportforums.cisco.com//t5/ip-telephony/personal-directory-error/td-p/3085033,0
Cannot see the directory on my 8861 wit,08-03-2017,68,4,0,https://supportforums.cisco.com//t5/ip-telephony/cannot-see-the-directory-on-my-8861-with-cme/td-p/3085604,0
CUCM 105 Phones not registering,07-31-2017,242,3,0,https://supportforums.cisco.com//t5/ip-telephony/cucm-10-5-phones-not-registering/td-p/3097508,1
8941 registered problem,08-03-2017,222,8,0,https://supportforums.cisco.com//t5/ip-telephony/8941-registered-problem/td-p/3085417,0
Cisco Directory and ITL,08-02-2017,51,3,0,https://supportforums.cisco.com//t5/ip-telephony/cisco-directory-and-itl/td-p/3084957,0
Jabber for iPhone Question,08-02-2017,38,2,0,https://supportforums.cisco.com//t5/ip-telephony/jabber-for-iphone-question/td-p/3084600,0
CUCM package upgrade support part numbe,07-18-2017,267,5,0,https://supportforums.cisco.com//t5/ip-telephony/cucm-package-upgrade-support-part-number/td-p/3088057,0
cme cant call a certain number,08-02-2017,28,1,5,https://supportforums.cisco.com//t5/ip-telephony/cme-cant-call-a-certain-number/td-p/3085224,0
Cisco 4331 Gateway with DSP installed i,07-31-2017,399,6,0,https://supportforums.cisco.com//t5/ip-telephony/cisco-4331-gateway-with-dsp-installed-in-wrong-location-i-think/td-p/3097486,1
Change Search criteria in Self Portal,08-03-2017,22,3,0,https://supportforums.cisco.com//t5/ip-telephony/change-search-criteria-in-self-portal/td-p/3085253,1
FAX is not working using G729 Codec,08-01-2017,389,2,0,https://supportforums.cisco.com//t5/ip-telephony/fax-is-not-working-using-g729-codec/td-p/3098065,1
Cisco Wireless Headset Help,08-02-2017,75,1,0,https://supportforums.cisco.com//t5/ip-telephony/cisco-wireless-headset-help/td-p/3085076,0
Networkclock synchronization PSTN,04-19-2016,6577,20,1,https://supportforums.cisco.com//t5/ip-telephony/network-clock-synchronization-pstn/td-p/2872924,1
Convert Voice Gateway from 2811 to 4321,08-02-2017,120,1,0,https://supportforums.cisco.com//t5/ip-telephony/convert-voice-gateway-from-2811-to-4321/td-p/3084962,1
Cisco 7937 Conf Unit wont get an IP,08-01-2017,189,9,0,https://supportforums.cisco.com//t5/ip-telephony/cisco-7937-conf-unit-won-t-get-an-ip/td-p/3097775,1
ISR 4331 CUBE Redundancy,08-02-2017,441,2,0,https://supportforums.cisco.com//t5/ip-telephony/isr-4331-cube-redundancy/td-p/3084506,0
Busy Trigger set to 1 not working for e,08-01-2017,98,3,0,https://supportforums.cisco.com//t5/ip-telephony/busy-trigger-set-to-1-not-working-for-external-calls/td-p/3097648,0
IP Communicator behaviour,08-01-2017,46,1,0,https://supportforums.cisco.com//t5/ip-telephony/ip-communicator-behaviour/td-p/3097752,0
CDR increase as much as possible,08-02-2017,48,2,0,https://supportforums.cisco.com//t5/ip-telephony/cdr-increase-as-much-as-possible/td-p/3098168,1
Export PAK or SN from PLM,08-02-2017,96,4,5,https://supportforums.cisco.com//t5/ip-telephony/export-pak-or-sn-from-plm/td-p/3098082,0
VoiceGateway CDR accounting emtpy lines,08-02-2017,24,0,0,https://supportforums.cisco.com//t5/ip-telephony/voicegateway-cdr-accounting-emtpy-lines-after-unix-time/td-p/3084716,0
Increasing E1 line,08-02-2017,25,2,0,https://supportforums.cisco.com//t5/ip-telephony/increasing-e1-line/td-p/3098142,0
G729 Vs G711 On same link,08-02-2017,82,0,0,https://supportforums.cisco.com//t5/ip-telephony/g729-vs-g711-on-same-link/td-p/3098173,0
CUCM 115 where is directory option und,08-02-2017,60,7,0,https://supportforums.cisco.com//t5/ip-telephony/cucm-11-5-where-is-directory-option-under-self-care-portal/td-p/3098087,1
Ring no answer duration not working,08-13-2016,86,5,0,https://supportforums.cisco.com//t5/ip-telephony/ring-no-answer-duration-not-working/td-p/2978777,0
Call Manager DID inventory management,08-01-2017,71,4,5,https://supportforums.cisco.com//t5/ip-telephony/call-manager-did-inventory-management/td-p/3097736,1
Pings dropping packets to the ip phone,07-31-2017,111,2,0,https://supportforums.cisco.com//t5/ip-telephony/pings-dropping-packets-to-the-ip-phone/td-p/3097537,0
Cisco Spark with CUCM,11-22-2016,6196,5,0,https://supportforums.cisco.com//t5/ip-telephony/cisco-spark-with-cucm/td-p/2944524,0
Answer Second Line when picking up hand,08-01-2017,99,1,5,https://supportforums.cisco.com//t5/ip-telephony/answer-second-line-when-picking-up-handset-for-extension/td-p/3097756,0
Block the specific number about externa,07-25-2017,96,5,0,https://supportforums.cisco.com//t5/ip-telephony/block-the-specific-number-about-external-incoming-call-for/td-p/3093896,1
Cannot make consultative transfer,07-28-2017,36,11,0,https://supportforums.cisco.com//t5/ip-telephony/cannot-make-consultative-transfer/td-p/3096623,0
Cisco 8865 main call list placed reci,08-01-2017,28,0,0,https://supportforums.cisco.com//t5/ip-telephony/cisco-8865-main-call-list-placed-recived-missed-on-message/td-p/3097620,0
Cisco Jabber Monitoring,07-31-2017,244,1,0,https://supportforums.cisco.com//t5/ip-telephony/cisco-jabber-monitoring/td-p/3097572,0
Cisco CUCM 86 to 912 SU6 Upgrade Dow,07-24-2017,100,17,20,https://supportforums.cisco.com//t5/ip-telephony/cisco-cucm-8-6-to-9-1-2-su6-upgrade-downtime/td-p/3093112,1
Block CallerID for specific Das on SIP ,07-28-2017,22,1,0,https://supportforums.cisco.com//t5/ip-telephony/block-callerid-for-specific-das-on-sip-trunk/td-p/3096805,0
No Ringback on SIP trunk on outbound ca,10-17-2014,119,2,0,https://supportforums.cisco.com//t5/ip-telephony/no-ringback-on-sip-trunk-on-outbound-calls/td-p/2593890,0
Dead Air on hair pinned Calls CME,07-28-2017,42,1,0,https://supportforums.cisco.com//t5/ip-telephony/dead-air-on-hair-pinned-calls-cme/td-p/3096688,0
Unable to Forward Calls to an external ,07-28-2017,53,4,0,https://supportforums.cisco.com//t5/ip-telephony/unable-to-forward-calls-to-an-external-number/td-p/3096800,1
Jabber 105 on VDI with VXME,01-29-2015,1529,3,0,https://supportforums.cisco.com//t5/ip-telephony/jabber-10-5-on-vdi-with-vxme/td-p/2627450,0
2N Helios IP Uni  Door Lock,07-28-2017,447,7,10,https://supportforums.cisco.com//t5/ip-telephony/2n-helios-ip-uni-door-lock/td-p/3096556,1
Call routing over CUCM to CUCM Sip trun,07-30-2017,39,1,0,https://supportforums.cisco.com//t5/ip-telephony/call-routing-over-cucm-to-cucm-sip-trunk-using-local-cucm-as/td-p/3097133,0
EMCC Certificate Consolidate Issue,05-19-2016,353,10,0,https://supportforums.cisco.com//t5/ip-telephony/emcc-certificate-consolidate-issue/td-p/2873010,0
VXME with Jabra Direct and Jabra Blueto,07-31-2017,67,0,0,https://supportforums.cisco.com//t5/ip-telephony/vxme-with-jabra-direct-and-jabra-bluetooth-devices/td-p/3097207,0
Log the case for cisco IP phone mode 88,07-30-2017,17,1,0,https://supportforums.cisco.com//t5/ip-telephony/log-the-case-for-cisco-ip-phone-mode-8865-kg/td-p/3097131,0
Incoming calls not arriving at CUCM  f,07-29-2017,52,2,0,https://supportforums.cisco.com//t5/ip-telephony/incoming-calls-not-arriving-at-cucm-fault-with-sip-provider-or/td-p/3096888,0
